order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-975305,PROD-000294,2,41.08,0.0546201656453821,4.49,82.16,5.44,6.35,89.46,29.4,53.71
ORD-391659,PROD-000096,2,125.16,0.0,0.0,250.32,45.06,4.27,299.65,129.26,166.12
ORD-219531,PROD-000692,1,529.14,0.1689982895486599,89.42,529.14,30.78,3.27,473.77,351.28,119.22
ORD-389994,PROD-001170,2,144.85,0.1731976457082914,50.18,289.7,16.77,11.69,267.98,148.28,108.01
ORD-480675,PROD-000547,4,79.47,0.3080662304049963,97.93,317.88,15.4,3.26,238.61,154.28,81.07
ORD-531362,PROD-001101,1,135.71,0.0843623826445038,11.45,135.71,8.7,20.68,153.64,74.54,58.42
ORD-595844,PROD-000906,3,115.43,0.0691897927888876,23.96,346.29,22.56,14.53,359.42,171.06,173.83
ORD-968974,PROD-000882,3,230.79,0.1819749704210338,125.99,692.37,39.65,6.36,612.39,217.71,388.32
ORD-487658,PROD-001151,1,141.88,0.1307329697515613,18.55,141.88,8.63,24.46,156.42,66.5,65.46
ORD-226254,PROD-001002,1,643.63,0.1568984287592387,100.98,643.63,37.99,24.0,604.64,367.85,212.79
ORD-343042,PROD-000101,4,136.18,0.1107736419339019,60.34,544.72,33.91,3.31,521.6,290.24,228.05
ORD-813864,PROD-000217,1,240.97,0.1931614204858373,46.55,240.97,13.61,3.82,211.85,108.32,99.71
ORD-274325,PROD-000366,1,82.96,0.0,0.0,82.96,15.76,5.03,103.75,33.61,65.11
ORD-964699,PROD-000621,3,158.64,0.269270303983018,128.15,475.92,24.34,5.97,378.08,220.86,151.25
ORD-447828,PROD-000008,3,381.34,0.2558821869957411,292.73,1144.02,59.59,20.49,931.37,638.85,272.03
ORD-153057,PROD-001133,3,249.37,0.4935463513265019,369.23,748.11,37.89,2.26,419.03,382.44,34.33
ORD-109915,PROD-000491,2,49.69,0.0568199829615919,5.65,99.38,6.56,24.31,124.6,44.5,55.79
ORD-320985,PROD-000023,2,383.2,0.1531365217090048,117.36,766.4,129.81,5.07,783.92,506.16,272.69
ORD-599884,PROD-000055,2,1023.59,0.1686358493458404,345.23,2047.18,119.14,5.96,1827.05,1242.96,578.13
ORD-331370,PROD-000534,4,72.59,0.3913447706670674,113.63,290.36,12.37,5.76,194.86,98.24,90.86
ORD-621568,PROD-000149,1,668.96,0.2365897619831408,158.27,668.96,35.75,6.36,552.8,426.0,120.44
ORD-378249,PROD-001104,1,144.63,0.1458669235215946,21.1,144.63,24.71,3.04,151.28,69.52,78.72
ORD-992946,PROD-001020,2,12.31,0.0894168450768007,2.2,24.62,1.57,6.07,30.06,6.62,17.37
ORD-380319,PROD-000121,1,371.72,0.170432531337012,63.35,371.72,21.59,3.42,333.38,208.47,121.49
ORD-148051,PROD-000560,1,89.55,0.0,0.0,89.55,6.27,4.05,99.87,30.75,65.07
ORD-670541,PROD-001120,1,121.01,0.0935493296648781,11.32,121.01,7.68,5.7,123.07,61.17,56.2
ORD-510793,PROD-000650,3,105.52,0.0308665301042509,9.77,316.56,61.36,2.55,370.7,157.8,210.35
ORD-992138,PROD-000887,2,86.02,0.3157986488380245,54.33,172.04,23.54,19.98,161.23,85.54,55.71
ORD-642751,PROD-000136,1,726.87,0.0199580284944696,14.51,726.87,49.87,3.83,766.06,361.47,400.76
ORD-890340,PROD-000237,1,45.65,0.1738031695474017,7.93,45.65,7.54,2.31,47.57,21.47,23.79
ORD-637819,PROD-000365,2,248.98,0.1570104106713041,78.18,497.96,20.99,5.24,446.01,238.12,202.65
ORD-506970,PROD-000804,3,118.96,0.3042488412203712,108.58,356.88,17.38,21.15,286.83,168.48,97.2
ORD-153101,PROD-000495,4,48.11,0.2498365033096685,48.08,192.44,10.11,11.95,166.42,57.96,96.51
ORD-965585,PROD-000461,1,102.67,0.1049914245250313,10.78,102.67,9.19,5.86,106.94,47.98,53.1
ORD-290505,PROD-000119,1,149.4,0.0828678755901455,12.38,149.4,9.59,23.83,170.44,83.75,62.86
ORD-720795,PROD-000494,1,40.49,0.0,0.0,40.49,2.83,0.29,43.61,18.77,24.55
ORD-428347,PROD-001146,1,122.88,0.0,0.0,122.88,8.6,6.47,137.95,43.9,87.58
ORD-628827,PROD-000583,1,18.55,0.153009244991317,2.84,18.55,1.1,6.02,22.83,6.77,10.04
ORD-892207,PROD-000226,1,147.53,0.1289956122901787,19.03,147.53,23.13,1.97,153.6,48.39,103.24
ORD-318293,PROD-000477,3,54.74,0.0,0.0,164.22,11.5,20.51,196.23,77.76,97.96
ORD-177505,PROD-000041,1,1249.67,0.0202845674945545,25.35,1249.67,232.62,4.54,1461.48,848.8,608.14
ORD-831889,PROD-000448,1,244.75,0.0,0.0,244.75,48.95,1.9800000000000004,295.68,149.42,144.28
ORD-320757,PROD-000408,4,96.75,0.429372458588899,166.17,387.0,15.46,6.17,242.46,185.64,50.65
ORD-558306,PROD-001009,4,103.76,0.1691801456124286,70.22,415.04,24.14,6.47,375.43,212.56,156.4
ORD-866685,PROD-000057,3,253.01,0.5878503269352993,446.2,759.03,21.9,3.06,337.79,469.23,-134.5
ORD-227548,PROD-000668,3,163.25,0.0004830588145698,0.24,489.75,34.27,11.85,535.63,329.04,194.74
ORD-447518,PROD-000006,3,438.43,0.3401971002190641,447.46,1315.29,173.57,12.31,1053.71,737.67,303.73
ORD-341142,PROD-000398,1,301.53,0.1988938317107093,59.97,301.53,16.91,2.51,260.98,136.82,121.65
ORD-763426,PROD-000991,1,411.49,0.1731923259227703,71.27,411.49,23.82,14.81,378.85,184.72,179.32
ORD-396804,PROD-000926,1,159.99,0.0164831740209131,2.64,159.99,31.47,4.67,193.49,50.1,138.72
ORD-931596,PROD-000166,2,118.94,0.1397064830609032,33.23,237.88,40.93,2.82,248.4,113.02,132.56
ORD-783101,PROD-000930,3,80.97,0.2581941600681574,62.72,242.91,23.42,4.3,207.91,142.2,61.41
ORD-310757,PROD-001128,4,135.38,0.3097200380487471,167.72,541.52,26.17,0.3199999999999998,400.29,166.68,233.29
ORD-689448,PROD-000527,1,52.5,0.1234058606401442,6.48,52.5,8.28,2.12,56.42,21.49,32.81
ORD-538966,PROD-000676,1,170.89,0.1435542701578012,24.53,170.89,7.32,7.78,161.46,105.82,47.86
ORD-391756,PROD-000510,3,31.51,0.1410758018143129,13.34,94.53,15.43,12.45,109.07,43.53,53.09
ORD-296478,PROD-000907,2,298.77,0.1485503711080211,88.76,597.54,35.61,5.9,550.29,183.5,360.89
ORD-424645,PROD-000041,2,1249.67,0.2325613209797811,581.25,2499.34,134.27,2.5700000000000003,2054.93,1697.6,354.76
ORD-890762,PROD-000017,2,910.72,0.2385445089806999,434.49,1821.44,180.3,3.7,1570.95,978.06,589.19
ORD-270764,PROD-000978,2,677.96,0.1029699945201815,139.62,1355.92,231.1,2.89,1450.29,574.28,873.12
ORD-423468,PROD-000959,1,791.35,0.0302755962988985,23.96,791.35,38.37,31.71,837.47,429.62,376.14
ORD-554424,PROD-001004,1,99.24,0.0,0.0,99.24,6.95,5.56,111.75,56.04,50.15
ORD-673120,PROD-000578,3,130.42,0.1518032214041597,59.39,391.26,23.23,3.88,358.98,168.93,186.17
ORD-619004,PROD-000878,1,250.79,0.1154364248997911,28.95,250.79,15.53,15.14,252.51,75.57,161.8
ORD-557428,PROD-000159,2,167.76,0.0958306498116443,32.15,335.52,21.24,14.62,339.23,200.6,124.01
ORD-148531,PROD-000938,3,229.61,0.2663328044663344,183.46,688.83,90.97,0.5299999999999998,596.87,344.4,251.94
ORD-289326,PROD-000712,5,325.89,0.3561024879112165,580.25,1629.45,209.84,5.36,1264.4,1003.45,255.59
ORD-656489,PROD-000356,3,298.97,0.0,0.0,896.91,62.78,3.12,962.81,367.47,592.22
ORD-976970,PROD-000169,1,211.72,0.1031822413990164,21.85,211.72,37.97,5.22,233.06,73.84,154.0
ORD-687817,PROD-000338,1,395.25,0.2342095902710263,92.57,395.25,60.54,1.83,365.05,231.62,131.6
ORD-545467,PROD-000375,1,346.92,0.0,0.0,346.92,24.28,5.77,376.97,191.63,179.57
ORD-452694,PROD-000004,5,1120.49,0.2682460734481627,1502.84,5602.45,286.97,3.26,4389.84,2824.3,1562.28
ORD-818303,PROD-000503,2,50.61,0.0405873495697204,4.11,101.22,6.8,5.85,109.76,41.16,62.75
ORD-172801,PROD-000696,1,308.73,0.1218171367295727,37.61,308.73,18.98,5.58,295.68,133.26,156.84
ORD-871422,PROD-000473,1,12.75,0.1677414616656352,2.14,12.75,2.02,1.85,14.48,4.14,8.49
ORD-487499,PROD-000830,1,217.25,0.1312029318155879,28.5,217.25,37.75,9.54,236.04,97.15,129.35
ORD-245774,PROD-001095,3,86.22,0.0,0.0,258.66,18.11,2.62,279.39,121.74,155.03
ORD-450413,PROD-000743,2,100.86,0.0,0.0,201.72,14.12,12.36,228.2,100.78,115.06
ORD-340101,PROD-000720,2,114.16,0.1844649354574352,42.12,228.32,13.03,15.17,214.4,105.62,93.61
ORD-893047,PROD-000538,3,55.56,0.1632981934423197,27.22,166.68,9.76,15.17,164.39,67.77,81.45
ORD-224458,PROD-000909,1,148.33,0.0416006559740385,6.17,148.33,28.43,19.95,190.54,57.98,112.61
ORD-321281,PROD-001141,3,231.66,0.1686786124740204,117.23,694.98,40.44,5.59,623.78,316.86,301.33
ORD-339322,PROD-000230,1,49.2,0.0,0.0,49.2,3.44,3.43,56.07,24.22,28.42
ORD-101399,PROD-000242,1,113.76,0.0140476580411306,1.6,113.76,7.85,15.44,135.45,50.47,69.54
ORD-949741,PROD-000042,3,343.07,0.0,0.0,1029.21,51.46,19.54,1100.21,561.51,519.16
ORD-293655,PROD-000481,2,77.89,0.1136460227598865,17.7,155.78,9.67,24.36,172.11,49.66,98.09
ORD-668489,PROD-000294,2,41.08,0.4272620951921539,35.1,82.16,9.41,2.96,59.43,29.4,27.07
ORD-407766,PROD-000682,1,86.57,0.0133405034779915,1.15,86.57,5.98,0.3500000000000001,91.75,56.97,34.43
ORD-688984,PROD-001011,1,239.04,0.2163492814445343,51.72,239.04,37.46,2.04,226.82,125.62,99.16
ORD-682069,PROD-000164,2,269.27,0.2548312676346892,137.24,538.54,28.09,5.54,434.93,235.18,194.21
ORD-563531,PROD-000014,1,772.2,0.0,0.0,772.2,54.05,20.91,847.16,404.95,421.3
ORD-524800,PROD-000233,1,50.41,0.141220277409483,7.12,50.41,7.79,3.95,55.03,22.45,28.63
ORD-477856,PROD-001134,1,177.24,0.1849231596586824,32.78,177.24,10.11,3.3,157.87,56.15,98.42
ORD-206381,PROD-000524,1,41.62,0.1303954700207157,5.43,41.62,6.88,4.49,47.56,17.37,25.7
ORD-683802,PROD-001044,1,84.66,0.0849876314446553,7.2,84.66,5.42,2.6,85.48,38.2,44.68
ORD-930216,PROD-001022,1,64.25,0.1299652863657308,8.35,64.25,3.91,3.55,63.36,26.48,33.33
ORD-517519,PROD-000152,3,734.45,0.0713223414956882,157.15,2203.35,143.23,24.43,2213.86,942.6,1246.83
ORD-599999,PROD-000060,2,702.76,0.1437846357329103,202.09,1405.52,84.24,14.5,1302.17,966.08,321.59
ORD-350741,PROD-000542,4,77.03,0.17256026830182,53.17,308.12,17.85,5.98,278.78,103.24,169.56
ORD-608448,PROD-000406,2,129.87,0.0506391123464255,13.15,259.74,44.39,9.5,300.48,97.32,193.66
ORD-847203,PROD-000544,1,41.53,0.0,0.0,41.53,2.91,14.93,59.37,18.74,25.7
ORD-146938,PROD-000692,2,529.14,0.1238440716159532,131.06,1058.28,176.17,5.39,1108.78,702.56,400.83
ORD-519109,PROD-000234,2,77.36,0.1203636453095686,18.62,154.72,9.53,6.11,151.74,67.02,78.61
ORD-862820,PROD-000884,4,168.33,0.1112410348118754,74.9,673.32,119.68,12.65,730.75,244.2,473.9
ORD-800156,PROD-000590,2,103.06,0.0161986036277149,3.34,206.12,14.19,6.32,223.29,81.2,135.77
ORD-444881,PROD-001153,2,155.1,0.10538869547457,32.69,310.2,19.43,20.63,317.57,146.64,150.3
ORD-449179,PROD-000358,3,104.94,0.3843923468831663,121.01,314.82,13.57,6.11,213.49,113.49,93.89
ORD-617801,PROD-000758,4,124.59,0.50613643232684,252.24,498.36,17.23,3.1,266.45,235.2,28.15
ORD-500301,PROD-000591,3,100.0,0.3536839113895684,106.11,300.0,13.57,6.34,213.8,148.89,58.57
ORD-889341,PROD-000854,1,130.15,0.0612637262072961,7.97,130.15,8.55,23.91,154.64,64.9,65.83
ORD-616007,PROD-000434,1,360.58,0.2088768625068457,75.32,360.58,19.97,2.49,307.72,129.62,175.61
ORD-511894,PROD-000607,1,130.56,0.1399745336963072,18.28,130.56,7.86,6.19,126.33,51.63,68.51
ORD-438600,PROD-000831,2,78.59,0.1190839247258563,18.72,157.18,27.69,1.6799999999999995,167.83,55.14,111.01
ORD-270010,PROD-000019,5,977.27,0.0914747036506846,446.98,4886.35,577.12,7.45,5023.94,3344.1,1672.39
ORD-479875,PROD-000494,1,40.49,0.1036743124714451,4.2,40.49,2.54,6.27,45.1,18.77,20.06
ORD-809598,PROD-000534,5,72.59,0.3117470800470824,113.15,362.95,24.98,6.43,281.21,122.8,151.98
ORD-537216,PROD-001068,1,52.8,0.0,0.0,52.8,3.7,3.3200000000000003,59.82,15.76,40.74
ORD-480021,PROD-001143,2,173.38,0.1244604280347047,43.16,346.76,21.25,20.67,345.52,158.18,166.67
ORD-393406,PROD-000002,1,978.26,0.1211876132677704,118.55,978.26,171.94,5.26,1036.91,519.66,511.99
ORD-782612,PROD-000497,4,37.2,0.2841220628302448,42.28,148.8,7.46,3.89,117.87,58.0,55.98
ORD-245307,PROD-000592,5,191.74,0.0708731022354614,67.95,958.7,62.35,12.16,965.26,476.2,476.9
ORD-525433,PROD-000416,2,322.45,0.0,0.0,644.9,32.24,8.29,685.43,251.1,426.04
ORD-541220,PROD-000031,1,355.47,0.0762205931571283,27.09,355.47,22.99,20.5,371.87,228.44,122.93
ORD-608255,PROD-000736,2,276.65,0.0,0.0,553.3,38.73,6.15,598.18,232.4,359.63
ORD-576689,PROD-000390,1,266.05,0.0815124801262959,21.69,266.05,17.11,5.51,266.98,93.63,167.84
ORD-359552,PROD-000743,1,100.86,0.0706440622527994,7.13,100.86,6.56,14.75,115.04,50.39,49.9
ORD-454539,PROD-000261,4,107.15,0.051754680617416,22.18,428.6,28.45,5.82,440.69,186.72,248.15
ORD-201644,PROD-000035,3,608.66,0.0838220891914146,153.06,1825.98,117.1,3.12,1793.14,1098.72,691.3
ORD-671181,PROD-000243,1,29.57,0.1823344351337559,5.39,29.57,1.69,5.53,31.4,14.75,11.12
ORD-284197,PROD-000978,5,677.96,0.0249606340853036,84.61,3389.8,661.04,1.7199999999999998,3967.95,1435.7,2530.53
ORD-586179,PROD-000941,3,325.28,0.1082692166770129,105.65,975.84,60.91,5.94,937.04,359.7,571.4
ORD-234169,PROD-000431,2,213.54,0.0,0.0,427.08,29.9,23.48,480.46,166.48,290.5
ORD-824816,PROD-001139,3,237.28,0.3985802557452901,283.73,711.84,81.34,5.02,514.47,314.31,195.14
ORD-540243,PROD-000405,1,102.72,0.0,0.0,102.72,20.54,5.03,128.29,60.44,62.82
ORD-788166,PROD-000860,3,154.84,0.1017860684952159,47.28,464.52,83.45,4.49,505.18,180.9,319.79
ORD-888473,PROD-000767,2,45.79,0.4674395093183034,42.81,91.58,3.41,6.42,58.6,39.82,12.36
ORD-860309,PROD-000765,2,73.99,0.1455158222632474,21.53,147.98,24.03,12.34,162.82,70.9,79.58
ORD-499527,PROD-000947,3,269.94,0.0499992825500028,40.49,809.82,138.48,4.28,912.09,333.24,574.57
ORD-765094,PROD-000296,4,35.0,0.0,0.0,140.0,9.8,3.31,153.11,64.84,84.96
ORD-597015,PROD-001089,4,80.31,0.0182857603010351,5.87,321.24,63.07,5.04,383.48,85.84,292.6
ORD-859538,PROD-000391,1,318.04,0.2017775753557053,64.17,318.04,33.0,14.11,300.98,204.93,81.94
ORD-594035,PROD-000718,1,64.52,0.0552525550161041,3.56,64.52,4.27,5.74,70.97,34.07,31.16
ORD-729113,PROD-000507,1,27.04,0.2063106044110155,5.58,27.04,1.5,12.09,35.05,13.13,9.83
ORD-417151,PROD-000596,1,180.6,0.0393064427311895,7.1,180.6,12.15,5.71,191.36,82.93,102.72
ORD-754722,PROD-000876,1,337.97,0.2301678021633494,77.79,337.97,33.82,14.4,308.4,110.44,183.56
ORD-774013,PROD-000162,5,195.72,0.2460896587446862,240.82,978.6,51.64,2.79,792.21,465.1,324.32
ORD-626204,PROD-000220,1,121.66,0.1087492738266769,13.23,121.66,7.59,3.2,119.22,60.07,55.95
ORD-672622,PROD-001110,2,160.22,0.3262100945012635,104.53,320.44,41.02,5.37,262.3,107.38,149.55
ORD-703565,PROD-000444,1,261.64,0.095484115868,24.98,261.64,47.33,9.16,293.15,135.17,148.82
ORD-594482,PROD-000023,1,383.2,0.1244808354738922,47.7,383.2,63.74,17.39,416.63,253.08,146.16
ORD-949807,PROD-000556,2,172.51,0.1191748071793932,41.12,345.02,60.78,2.87,367.55,121.5,243.18
ORD-861179,PROD-000764,2,70.89,0.2135443250205921,30.28,141.78,22.3,1.92,135.72,71.28,62.52
ORD-733725,PROD-000541,3,42.56,0.054300434458927,6.93,127.68,22.94,5.26,148.95,39.84,103.85
ORD-984771,PROD-000916,2,276.74,0.0404817193758187,22.41,553.48,106.21,12.95,650.23,262.06,375.22
ORD-396426,PROD-000464,4,240.55,0.2549168900523839,245.28,962.2,136.21,4.71,857.84,404.92,448.21
ORD-349434,PROD-000191,1,163.92,0.0311466440624296,5.11,163.92,11.12,6.38,176.31,87.71,82.22
ORD-535688,PROD-000479,4,19.78,0.1787453927719943,14.14,79.12,13.0,2.97,80.95,24.2,53.78
ORD-170247,PROD-001063,2,38.9,0.0620273960530385,4.83,77.8,5.11,3.77,81.85,26.34,51.74
ORD-933900,PROD-000935,1,331.14,0.0328514312130301,10.88,331.14,60.85,2.45,383.56,194.72,186.39
ORD-519863,PROD-000849,1,31.27,0.1489391486267058,4.66,31.27,5.32,2.27,34.2,13.19,18.74
ORD-989220,PROD-000210,2,229.29,0.1890352532751014,86.69,458.58,26.03,3.25,401.17,142.62,255.3
ORD-269828,PROD-000776,2,287.19,0.1875742816399435,107.74,574.38,32.66,5.5,504.8,318.96,180.34
ORD-878211,PROD-000753,1,162.47,0.0908693731078969,14.76,162.47,10.34,3.43,161.48,74.35,83.7
ORD-160774,PROD-000687,1,397.56,0.0572431603991946,22.76,397.56,26.24,0.25,401.29,224.08,176.96
ORD-389682,PROD-000710,3,116.25,0.3335032338402552,116.31,348.75,23.24,2.81,258.49,231.78,23.9
ORD-324973,PROD-000655,1,507.09,0.0,0.0,507.09,35.5,2.76,545.35,261.23,281.36
ORD-156059,PROD-000805,4,126.54,0.4946756387849792,250.39,506.16,17.9,14.69,288.36,155.32,118.35
ORD-987864,PROD-000320,4,33.08,0.3016321114447979,39.91,132.32,6.47,2.78,101.66,51.8,47.08
ORD-592779,PROD-000901,3,189.63,0.6,341.33,568.89,43.24,2.38,273.18,337.23,-66.43
ORD-435519,PROD-000004,1,1120.49,0.0,0.0,1120.49,78.43,3.26,1202.18,564.86,634.06
ORD-774500,PROD-000463,1,392.4,0.1433867535606532,56.26,392.4,43.7,7.4,387.24,152.75,227.09
ORD-846446,PROD-001010,5,659.65,0.3832035193469587,1263.9,3298.25,264.47,17.66,2316.48,1983.7,315.12
ORD-820486,PROD-000363,1,251.16,0.0,0.0,251.16,17.58,6.24,274.98,98.39,170.35
ORD-229301,PROD-000845,4,80.71,0.1653334123013127,53.38,322.84,18.86,14.61,302.93,98.0,190.32
ORD-613478,PROD-000834,2,107.82,0.1870935407780398,40.34,215.64,22.79,7.28,205.37,109.3,88.79
ORD-844737,PROD-001084,1,64.98,0.2335191760323589,15.17,64.98,3.49,5.84,59.14,24.9,28.4
ORD-911983,PROD-000601,3,191.95,0.4165830169192187,239.89,575.85,63.83,9.68,409.47,278.94,120.85
ORD-993748,PROD-000482,3,41.06,0.0,0.0,123.18,8.62,12.22,144.02,58.35,73.45
ORD-434264,PROD-000591,1,100.0,0.0464687802305481,4.65,100.0,6.67,12.34,114.36,49.63,52.39
ORD-180548,PROD-000420,1,258.51,0.1758883297422598,45.47,258.51,42.61,19.82,275.47,95.46,160.19
ORD-782665,PROD-000320,4,33.08,0.445068122759407,58.89,132.32,5.14,14.71,93.28,51.8,26.77
ORD-652993,PROD-000474,1,75.37,0.1116820684624849,8.42,75.37,12.72,5.23,84.9,27.38,52.29
ORD-671408,PROD-000312,4,217.39,0.4887868690237725,425.03,869.56,44.45,22.36,511.34,341.68,147.3
ORD-189795,PROD-000200,2,68.25,0.1128856116829868,15.41,136.5,12.11,36.16,169.36,48.82,84.38
ORD-921062,PROD-000646,2,486.89,0.2268300195357353,220.88,973.78,150.58,9.65,913.13,468.34,435.14
ORD-240525,PROD-001137,1,80.03,0.0358968729974927,2.87,80.03,7.72,32.89,117.77,24.82,60.06
ORD-938412,PROD-000942,1,89.4,0.0312847216849696,2.8,89.4,6.06,14.94,107.6,35.45,57.21
ORD-366308,PROD-000707,4,68.41,0.0,0.0,273.64,19.15,5.63,298.42,181.88,110.91
ORD-343794,PROD-001175,2,87.88,0.1902039485458032,33.43,175.76,9.96,0.48,152.77,57.16,95.13
ORD-811622,PROD-000206,2,277.84,0.1396810276073538,77.62,555.68,90.83,5.08,573.97,176.88,392.01
ORD-329778,PROD-000213,1,169.13,0.1614238095001492,27.3,169.13,9.93,5.92,157.68,63.04,88.72
ORD-697455,PROD-000493,4,66.55,0.2558430593054321,68.11,266.2,37.64,1.8600000000000003,237.59,120.44,115.29
ORD-395004,PROD-000386,1,382.54,0.213480217047641,81.66,382.54,21.06,2.52,324.46,152.09,169.85
ORD-158875,PROD-000931,1,253.43,0.2298343663680424,58.25,253.43,19.52,4.95,219.65,150.62,64.08
ORD-981054,PROD-001060,3,88.76,0.1931562476727867,51.43,266.28,15.04,3.33,233.22,120.78,109.11
ORD-702019,PROD-000799,4,268.68,0.0598663800104213,64.34,1074.72,202.08,4.53,1216.99,469.08,743.38
ORD-532666,PROD-001112,2,66.54,0.2191768056524629,29.17,133.08,7.27,15.32,126.5,69.54,41.64
ORD-260747,PROD-000875,1,160.33,0.1930933602334387,30.96,160.33,25.87,0.0099999999999997,155.25,91.87,63.37
ORD-857880,PROD-000231,3,55.32,0.0,0.0,165.96,31.53,2.17,199.66,67.44,130.05
ORD-149821,PROD-000168,1,170.11,0.1175087098063931,19.99,170.11,30.02,2.1,182.24,66.83,113.31
ORD-472196,PROD-000458,1,110.96,0.131100770369242,14.55,110.96,19.28,4.7,120.39,67.28,48.41
ORD-738023,PROD-000075,3,321.78,0.2334228504436308,225.33,965.34,51.8,24.0,815.81,553.65,238.16
ORD-867474,PROD-000016,2,1061.28,0.3438304017264873,729.8,2122.56,97.49,2.92,1493.17,1193.6,296.65
ORD-368780,PROD-000584,5,40.37,0.0551102309878213,11.12,201.85,13.35,3.12,207.2,87.55,116.53
ORD-179196,PROD-001047,2,54.54,0.3274356862177802,35.72,109.08,3.67,5.17,82.2,29.14,47.89
ORD-407219,PROD-000919,2,322.36,0.2033649810996501,131.11,644.72,35.95,0.4599999999999999,550.02,249.6,299.96
ORD-118339,PROD-000699,1,186.54,0.1872217512893726,34.92,186.54,10.61,15.02,177.25,118.99,43.24
ORD-439485,PROD-000475,1,12.91,0.0717305908455336,0.93,12.91,0.84,2.68,15.5,4.26,8.56
ORD-958626,PROD-000976,1,906.84,0.219610884486768,199.15,906.84,49.54,0.3700000000000001,757.6,582.2,175.03
ORD-675810,PROD-000465,2,105.64,0.1226076251840005,25.9,211.28,37.08,1.88,224.34,106.9,115.56
ORD-180813,PROD-000898,4,214.37,0.286626543503817,245.78,857.48,42.82,3.6,658.12,259.8,394.72
ORD-260904,PROD-000578,2,130.42,0.0904859776415503,23.6,260.84,16.61,12.22,266.07,112.62,141.23
ORD-987971,PROD-000018,2,1207.67,0.0479983104165202,115.93,2415.34,160.96,15.1,2475.47,1661.52,798.85
ORD-444378,PROD-000159,1,167.76,0.1235045249674873,20.72,167.76,10.29,1.0700000000000005,158.4,100.3,57.03
ORD-415467,PROD-000291,3,62.26,0.2634968005459125,49.22,186.78,9.63,24.3,171.49,68.67,78.52
ORD-664930,PROD-000117,1,362.23,0.0,0.0,362.23,72.45,12.4,447.08,201.57,233.11
ORD-981432,PROD-001096,1,31.95,0.0,0.0,31.95,2.24,15.15,49.34,12.68,21.51
ORD-940263,PROD-000537,4,26.36,0.0,0.0,105.44,20.03,9.9,135.37,43.0,82.47
ORD-963806,PROD-000698,2,579.4,0.1029056213112593,119.25,1158.8,72.77,15.16,1127.48,534.36,577.96
ORD-637259,PROD-000579,3,39.18,0.232644154974243,27.34,117.54,6.31,20.93,117.44,61.32,35.19
ORD-479344,PROD-001079,1,42.15,0.0119462099040363,0.5,42.15,7.91,9.34,58.9,13.01,36.55
ORD-942953,PROD-000950,2,288.45,0.1087968257001603,62.76,576.9,102.83,12.5,629.47,328.38,288.59
ORD-679401,PROD-000870,2,76.28,0.4224072861181506,64.44,152.56,6.17,3.29,97.58,72.74,21.55
ORD-346925,PROD-000450,1,201.24,0.0737181529452008,14.84,201.24,37.28,3.4,227.08,130.06,93.62
ORD-554920,PROD-000572,1,100.06,0.1967812610858017,19.69,100.06,5.63,20.81,106.81,31.47,54.53
ORD-162891,PROD-000052,2,836.29,0.0876425064736699,146.59,1672.58,106.82,14.62,1647.43,1166.0,466.81
ORD-184667,PROD-000973,4,754.8,0.1400168425118556,422.74,3019.2,181.75,3.61,2781.82,1976.16,802.05
ORD-798259,PROD-001094,5,80.2,0.2035409564432646,81.62,401.0,22.36,12.34,354.08,145.5,196.24
ORD-211926,PROD-001098,4,264.43,0.4453706777137581,471.08,1057.72,41.06,2.7300000000000004,630.43,420.28,207.42
ORD-951535,PROD-000538,3,55.56,0.0384254585407179,6.4,166.68,32.06,4.95,197.29,67.77,124.57
ORD-631956,PROD-000551,1,12.53,0.001128728201713,0.01,12.53,0.88,1.0700000000000005,14.47,4.52,8.88
ORD-944125,PROD-000647,1,308.99,0.1060662891177336,32.77,308.99,19.34,6.11,301.67,130.74,164.82
ORD-812546,PROD-000337,5,111.12,0.5048872458663365,280.52,555.6,13.75,5.300000000000001,294.13,262.45,26.38
ORD-213801,PROD-000907,2,298.77,0.1063531361411631,63.55,597.54,37.38,14.87,586.24,183.5,387.87
ORD-201344,PROD-000265,3,80.82,0.140609747417595,34.09,242.46,14.59,5.73,228.69,109.8,113.16
ORD-908743,PROD-000754,3,138.86,0.2832065350674193,117.98,416.58,20.9,24.36,343.86,226.41,93.09
ORD-828917,PROD-000485,1,70.82,0.0178822926042769,1.27,70.82,13.91,0.31,83.77,29.33,54.13
ORD-213816,PROD-000889,2,218.6,0.0,0.0,437.2,30.6,2.8600000000000003,470.66,169.9,297.9
ORD-411380,PROD-000578,1,130.42,0.1987665600054587,25.92,130.42,7.32,5.76,117.58,56.31,55.51
ORD-832618,PROD-000264,4,142.62,0.146233837197286,83.42,570.48,63.32,3.84,554.22,193.0,357.38
ORD-488557,PROD-000864,2,181.35,0.2293451376924455,83.18,362.7,19.57,12.37,311.46,183.4,115.69
ORD-812545,PROD-000486,2,75.17,0.1715991627533388,25.8,150.34,8.72,6.32,139.58,65.84,67.42
ORD-260718,PROD-000756,2,194.92,0.2247154699755897,87.6,389.84,21.16,15.29,338.69,194.12,129.28
ORD-197635,PROD-000409,1,224.37,0.118281600028552,26.54,224.37,9.89,20.16,227.88,121.51,86.21
ORD-493650,PROD-000531,5,58.47,0.1596572128623768,46.68,292.35,24.57,5.1,275.34,145.65,124.59
