dish_id,category,dish_name
8550,"Indian Curries Large","Veg Jalfraize Large"
8551,"Indian Curries Large","Milani Tarkari Large"
8552,"Indian Curries Large","Paneer Badham Pasantha Large"
8553,"Indian Curries Small","Paneer Butter Masala Medium"
8554,"Indian Curries Small","Kaju Paneer Masala Medium"
8555,"Indian Curries Small","Kaju Masala Medium"
8556,"Indian Curries Small","Kadai Paneer Medium"
8557,"Indian Curries Small","Paneer Tikka Masala Medium"
8558,"Indian Curries Small","Paneer Amritsari Medium"
8559,"Indian Curries Small","Dum Aloo Punjabi Medium"
8560,"Indian Curries Small","Palak Paneer Medium"
8561,"Indian Curries Small","Kadai Vegetable Smal"
8562,"Indian Curries Small","Tawa Paneer Medium"
8563,"Indian Curries Small","Mushroom Masala Medium"
8564,"Indian Curries Small","Veg Jalfraize Medium"
8565,"Indian Curries Small","Malai Kofta Sweet Gravy Medium"
8566,"Indian Curries Small","Paneer Koftha Curry Masala Medium"
8567,"Indian Curries Small","Veg Kolhapuri Medium"
8568,"Indian Curries Small","Veg Makhanwala Medium"
8569,"Indian Curries Small","Stuffed Capsicum Masala Medium"
8570,"Indian Curries Small","Spl Mix Veg Curry Masala Medium"
8571,"Indian Curries Small","Paneer Pudhina Masala Medium"
8572,"Indian Curries Small","Mutter Paneer Medium"
8573,"Indian Curries Small","Corn And Paneer Masala Medium"
8574,"Indian Curries Small","Chenna Masala Medium"
8575,"Indian Curries Small","Broccoli Masala Medium"
8576,"Indian Curries Small","Punjabi Koftha Medium"
8577,"Indian Curries Small","Veg Malai Kofta Curry Medium"
8578,"Indian Curries Small","Corn Capsicum Masala Medium"
8579,"Indian Curries Small","Mix Veg Curry Medium"
8580,"Indian Curries Small","Milani Tarkari Medium"
8581,"Indian Curries Small","Aloo Mutter Medium"
8582,"Indian Curries Small","Panner Pasanda Medium"
8583,"Indian Curries Small","Aloo Gobi Masala Medium"
8584,"Indian Curries Small","Navarathana Kuruma Medium"
8585,"Indian Curries Small","Dhal Fry Yellow Dhal Medium"
8586,"Indian Curries Small","Palak Mutter Medium"
8587,"Indian Curries Small","Gobi Masala Medium"
8588,"Indian Curries Small","Bhindi Fry Medium"
8589,"Indian Curries Small","Dhal Tadka Medium"
8590,"Indian Curries Small","Aloo Fry Jeera Medium"
8591,"Indian Curries Small","Aloo Fry Gobi Medium"
8592,"Indian Curries Small","Aloo Fry Methi Medium"
8593,"Indian Curries Small","Bhindi Masala Medium"
8594,"Indian Curries Small","Aloo Punjabi Medium"
8595,"Indian Curries Small","Aloo Palak Medium"
8596,"Indian Curries Small","Plain Palak Medium"
8597,"Indian Curries Small","Bhindi Chenna Medium"
8598,"Indian Curries Small","Dhal Makhni Medium"
8599,"Indian Curries Small","Paneer Badham Pasantha Medium"
8600,"Chinese Starters Large","Gobi Manchurian Dry Large"
8601,"Chinese Starters Large","Chilly Paneer Dry Large"
8602,"Chinese Starters Large","Honey Chilli Panneer Large"
8603,"Chinese Starters Large","Paneer 65 Large"
8604,"Chinese Starters Large","Honey Chilli Gobi Large"
8605,"Chinese Starters Large","Veg Manchurian Dry Large"
8606,"Chinese Starters Large","Corn Cheese Balls Large"
8607,"Chinese Starters Large","Baby Corn Golden Fry Large"
8608,"Chinese Starters Large","Honey Chilli Potato Large"
8609,"Chinese Starters Large","Mushroom Chukka Fry Large"
8610,"Chinese Starters Large","Gobi 65 Large"
8611,"Chinese Starters Large","Mushroom Pepper Salt Large"
8612,"Chinese Starters Large","Mushroom 65 Large"
8613,"Chinese Starters Large","Chilly Gobi Dry Large"
8614,"Chinese Starters Large","Bombay Panner Large"
8615,"Chinese Starters Large","Crispy Chilli Corn"
8616,"Chinese Starters Large","Dragon Roll Large"
8617,"Chinese Starters Large","Mushroom Manchurian Dry Large"
8618,"Chinese Starters Large","Chilly Mushroom Dry Large"
8619,"Chinese Starters Large","Chilli Baby Corn Large"
8620,"Chinese Starters Large","Mushroom Pepper Fry Large"
8621,"Chinese Starters Large","Baby Corn 65 Large"
8622,"Chinese Starters Large","Babycorn Pepper FyLarge"
8623,"Chinese Starters Large","Paneer Kurkure Large"
8624,"Chinese Starters Large","Bombay Gobi 65 Large"
8625,"Chinese Starters Large","Chilli Parotta"
8626,"Chinese Starters Large","Veg Spring Roll"
8627,"Chinese Starters Large","French Fries"
8628,"Chinese Starters Large","French Fries Medium"
8629,"Chinese Starters Large","Paneer Manchurian DryLarge"
8630,"Chinese Starters Large","Panner Satay Large"
8631,Anytimers,"Chapathi With Sd 2 Pcs"
8632,Anytimers,"Parotta With Sd 2 Pcs"
8633,Anytimers,"Curd Vadai 2 Pcs"
8634,Anytimers,"Masala Dosai"
8635,Anytimers,"Plain Dosai"
8636,Anytimers,"Onion Uthappam"
8637,Anytimers,"Ghee Podi Masala Dosai"
8638,Anytimers,"Extra Sambar 200ml"
8639,Anytimers,"Ghee Masala Dosai"
8640,Anytimers,"Ghee Podi Dosai"
8641,Anytimers,"Ghee Roast"
8642,Anytimers,"Ghee Onion Rava Masala Dosai"
8643,Anytimers,"Onion Dosai"
8644,Anytimers,"Podi Dosai"
8645,Anytimers,"Sambar Vadai 2 Pcs"
8646,Anytimers,"Butter Masala Dosai"
8647,Anytimers,"Podi Masala Dosai"
8648,Anytimers,"Podi Uthappam"
8649,Anytimers,"Onion Rava Dosai"
8650,Anytimers,"Onion Rava Masala Dosai"
8651,Anytimers,"Butter Roast"
8652,Anytimers,"Butter Dosai"
8653,Anytimers,"Ghee Rava Dosa"
8654,Anytimers,"Ghee Onion Rava Dosai"
8655,Anytimers,"Rava Dosai"
8656,Anytimers,"Rava Masala Dosai"
8657,Anytimers,"Dry Fruit Rava Dosai"
8658,Anytimers,"Peas Uthappam"
8659,Anytimers,"Plain Uthappam"
8660,Anytimers,"Green Salad"
8661,Anytimers,"Sambar Vadai 1 Pc"
8662,Anytimers,"Extra Kurma 250Ml"
8663,Anytimers,"Mineral Water 1 Ltr"
8664,Anytimers,"Poori With Sd 3 Pcs"
8665,Anytimers,"Channa Bhatura"
8666,Anytimers,"Ghee Idly Sambar 14 Pcs"
8667,"Rice Bowls Large","Mushroom Briyani Large"
8668,"Rice Bowls Large","Paneer Briyani Large"
8669,"Rice Bowls Large","Veg Briyani Large"
8670,"Rice Bowls Large","Paneer Fried Rice Large"
8671,"Rice Bowls Large","Mushroom Fried Rice Large"
8672,"Rice Bowls Large","Veg Fried Rice Large"
8673,"Rice Bowls Large","Kabab Dabriyani Large"
8674,"Rice Bowls Large","Manchurian Fried Rice Large"
8675,"Rice Bowls Large","Cashew Pulao Large"
8676,"Rice Bowls Large","Paneer Pulao Large"
8677,"Rice Bowls Large","Veg Pulao Large"
8678,"Rice Bowls Large","Chilly Garlic Fried Rice Large"
8679,"Rice Bowls Large","Schezwan Fried Rice Large"
8680,"Rice Bowls Large","Schzwan Paneer Fried Rice Large"
8681,"Rice Bowls Large","Schzwan Mushroom Fried Rice Large"
8682,"Rice Bowls Large","Gobi Fried RiceLarge"
8683,"Rice Bowls Large","Jeera Rice Large"
8684,"Rice Bowls Large","Kashmiri Pulao Large"
8685,"Rice Bowls Large","Peas Pulao Large"
8686,"Rice Bowls Large","Mushroom Pulao Medium"
8687,"Rice Bowls Large","Ghee Basumati Rice Large"
8688,"Rice Bowls Large","Mushroom Pulav Large"
8689,"Rice Bowls Small","Veg Briyani Medium"
8690,"Rice Bowls Small","Mushroom Briyani Medium"
8691,"Rice Bowls Small","Veg Fried Rice Medium"
8692,"Rice Bowls Small","Paneer Briyani Medium"
8693,"Rice Bowls Small","Paneer Fried Rice Medium"
8694,"Rice Bowls Small","Mushroom Fried Rice Medium"
8695,"Rice Bowls Small","Schzwan Paneer Fried Rice Medium"
8696,"Rice Bowls Small","Paneer Pulao Medium"
8697,"Rice Bowls Small","Cashew Pulao Medium"
8698,"Rice Bowls Small","Chilly Garlic Fried Rice Medium"
8699,"Rice Bowls Small","Schezwan Fried Rice Medium"
8700,"Rice Bowls Small","Kabab Dabriyani Medium"
8701,"Rice Bowls Small","Manchurian Fried Rice Medium"
8702,"Rice Bowls Small","Gobi Fried Ricemedium"
8703,"Rice Bowls Small","Veg Pulao Medium"
8704,"Rice Bowls Small","Jeera Rice Medium"
8705,"Rice Bowls Small","Schzwan Mushroom Fried Rice Medium"
8706,"Rice Bowls Small","Peas Pulao Medium"
8707,"Rice Bowls Small","Kashmiri Pulao Medium"
8708,"Chinese Starters Small","Gobi 65 Medium"
8709,"Chinese Starters Small","Honey Chilli Panneer Medium"
8710,"Chinese Starters Small","Chilly Paneer Dry Medium"
8711,"Chinese Starters Small","Gobi Manchurian Dry Medium"
8712,"Chinese Starters Small","Baby Corn Manchurian Dry Medium"
8713,"Chinese Starters Small","Paneer 65 Medium"
8714,"Chinese Starters Small","Mushroom Manchurian Dry Medium"
8715,"Chinese Starters Small","Mushroom Pepper Salt Medium"
8716,"Chinese Starters Small","Paneer Manchurian DryMedium"
8717,"Chinese Starters Small","Chilly Mushroom Medium"
8718,"Chinese Starters Small","Honey Chilli Gobi Medium"
8719,"Chinese Starters Small","Honey Chilli Potato Medium"
8720,"Chinese Starters Small","Mushroom Pepper Fry Medium"
8721,"Chinese Starters Small","Bombay Panner Medium"
8722,"Chinese Starters Small","Mushroom Chukka Fry Medium"
8723,"Chinese Starters Small","Chilly Gobi Dry Medium"
8724,"Chinese Starters Small","Mushroom 65 Medium"
8725,"Chinese Starters Small","Babycorn Pepper FyMedium"
8726,"Chinese Starters Small","Veg Manchurian Dry Medium"
8727,"Chinese Starters Small","Baby Corn 65 Medium"
8728,"Indian Breads",Phulka3Pcs
8729,"Indian Breads","Aloo Paratha"
8730,"Indian Breads","Stuffed Naan"
8731,"Indian Breads","Stuffed Paratha Paneer"
8732,"Indian Breads","Stuffed Paratha Aloo"
8733,"Indian Breads","Cheese Kulcha"
8734,"Indian Breads","Methi Roti"
8735,"Indian Breads","Cheese Paneer Kulcha"
8736,"Indian Breads","Panneer Naan"
8737,"Indian Breads","Paneer Naan"
8738,"Indian Breads","Stuffed Kulcha"
8739,"Indian Breads","Paneer Paratha"
8740,"Indian Breads","Paneer Kulcha"
8741,"Indian Breads","Panneer Kulcha"
8742,"Indian Breads","Masala Kulcha"
8743,"Indian Breads","Kashmiri Naan"
8744,"Indian Breads","Stuffed Paratha Veg"
8745,"Indian Breads","Pudhina Paratha"
8746,"Indian Breads","Butter Paratha"
8747,"Indian Breads","Onion Kulcha"
8748,"Indian Breads","Gobi Paratha"
8749,"Indian Breads",Phulka
8750,"Indian Breads","Tandoori Paratha"
8751,"Chinese Sauces","Paneer Manchurian Gravies Large"
8752,"Chinese Sauces","Chilli Paneer Gravies Large"
8753,"Chinese Sauces","Veg Manchurian Gravies Large"
8754,"Chinese Sauces","Gobi Manchurian Gravies Large"
8755,"Chinese Sauces","Mushroom Manchurian Gravies Large"
8756,"Chinese Sauces","Chilli Gobi Gravies Large"
8757,"Chinese Sauces","Gobi Manchurian Gravies Medium"
8758,"Chinese Sauces","Chilli Paneer Gravies Medium"
8759,"Chinese Sauces","Paneer Manchurian Gravies Medium"
8760,"Chinese Sauces","Mushroom Manchurian Gravies Medium"
8761,"Chinese Sauces","Chilli Gobi Gravies Medium"
8762,"Chinese Sauces","Veg Manchurian Gravies Medium"
8763,"Chinese Sauces","Chinese Chopsuey Large"
8764,"Chinese Sauces","Chinese Chopsuey Medium"
8765,"Chinese Sauces","Veg Hot Gralic Sauce Large"
8766,"Chinese Sauces","Veg Hot Gralic Sauce Medium"
8767,Juices,"Water Melon Juice"
8768,Juices,"Sweet Lime Juice"
8769,Juices,"Strawberry Juice Seasonal"
8770,Juices,"Orange Juice"
8771,Juices,"Apple Juice"
8772,Juices,"Abc Juices"
8773,Juices,"Fig Juice"
8774,Juices,"Pineapple Juice"
8775,Juices,"Kiwi Juices"
8776,Juices,"Carrot Juices"
8777,Juices,"Grape Juice"
8778,Juices,"Papaya Juice"
8779,Juices,"Lime Mint Cooler"
8780,Juices,"Badham Kheer"
8781,Juices,"Fresh Lemon Juice Sweet"
8782,Juices,"Sweet Melon Juice"
8783,Juices,"Fresh Lime Soda"
8784,Juices,"Fresh Lemon Juice Salt"
8785,Juices,"Rose Kheer"
8786,"Noodles Large","Paneer Noodles Large"
8787,"Noodles Large","Veg Noodles Large"
8788,"Noodles Large","Schezwan Paneer Noodles Large"
8789,"Noodles Large","Schezwan Mushroom Noodles Large"
8790,"Noodles Large","Mushroom Noodles Large"
8791,"Noodles Large","Schezwan Gobi Noodles Large"
8792,"Noodles Large","VegFried Noodles Large"
8793,"Noodles Large","Schezwan Noodles Large"
8794,"Indian Starters Large","Paneer Tikka Large"
8795,"Indian Starters Large","Malai Paneer Tikka Large"
8796,"Indian Starters Large","Tandoori Gobi Large"
8797,"Indian Starters Large","Paneer Sheek Kabab Large"
8798,"Indian Starters Large","Rohini Gobi Tikka Large"
8799,"Indian Starters Large","Veg Sheek Kebab Large"
8800,"Indian Starters Large","Hariyali Paneer Tikka Large"
8801,"Indian Starters Large","Tandoori MushroomLarge"
8802,Milkshake,"Kit Kat Milkshake"
8803,Milkshake,"Dry Fruit Milkshake"
8804,Milkshake,"Fig And Honey Shake"
8805,Milkshake,"Chocolate Milkshake"
8806,Milkshake,"Butter Scotch Classic Milkshake"
8807,Milkshake,"Vanilla Milkshake"
8808,Milkshake,"Strawberry Milkshake"
8809,Milkshake,"Apple Fresh Fruit Milk Shake"
8810,Milkshake,"Cold Coffee Shake"
8811,Milkshake,"Pista Milkshake"
8812,Milkshake,"Pineapple Fresh Fruit Milkshake"
8813,Milkshake,"Grape Fresh Fruit Milkshake"
8814,"Noodles Small","Paneer Noodles Medium"
8815,"Noodles Small","Schezwan Noodles Medium"
8816,"Noodles Small","Schezwan Gobi Noodles Medium"
8817,"Noodles Small","Schezwan Mushroom Noodles Medium"
8818,"Noodles Small","Veg Noodles Medium"
8819,"Noodles Small","Schezwan Paneer Noodles Medium"
8820,"Noodles Small","Mushroom Noodles Medium"
8821,"Noodles Small","VegFried Noodles Medium"
8822,"Indian Starters Small","Paneer Tikka Medium"
8823,"Indian Starters Small","Malai Paneer Tikka Medium"
8824,"Indian Starters Small","Tandoori Mushroom Medium"
8825,"Indian Starters Small","Veg Sheek Kebab Medium"
8826,"Indian Starters Small","Paneer Sheek Kabab Medium"
8827,"Indian Starters Small","Tandoori Gobi Medium"
8828,"Indian Starters Small","Rohini Gobi Tikka Medium"
8829,"Indian Starters Small","Hariyali Paneer Tikka Medium"
8830,Faloodas,"Desi Spl Falooda Large"
8831,Faloodas,"Spl Dry Fruit Mastani Falooda Regular"
8832,Faloodas,"Rose Falooda Regular"
8833,Faloodas,"Tutty Fruity Spl Falooda Regular"
8834,Faloodas,"Chocolate Falooda Regular"
8835,Faloodas,"Kids Falooda"
8836,Soup,"Hot Sour Soup"
8837,Soup,"Mushroom Soup"
8838,Soup,"Veg Manchow Soup"
8839,Soup,"Vegetable Soup"
8840,Soup,"Tomato Soup"
8841,Soup,"Sweet Corn Soup"
8842,Soup,"Mirthanya Soup"
8843,Soup,"Soup Of The Day"
8844,Lassi,"Pineapple Lassi"
8845,Lassi,"Special Lassi"
8846,Lassi,"Grape Lassi"
8847,Lassi,"Papaya Lassi"
8848,Lassi,"Apple Lassi"
8849,Lassi,"Plain Sweet Lassi"
8850,Lassi,"Plain Salt Lassi"
8851,"Ice Cream","Fruit Salad With Icecream"
8852,"Ice Cream","Mango Icecream"
8853,"Ice Cream","Butter Scotch Icecream"
8854,"Ice Cream","Vanilla Icecream"
8855,"Ice Cream","Chocolate Icecream"
8856,"Ice Cream","Pista Icecream"
8857,"Ice Cream","Black Current Icecream"
8858,"Hot Beverages","Spl Coffee"
8859,"Hot Beverages","Spl Tea"
8860,"Hot Beverages","Std Milk"
8861,"Hot Beverages","Black Tea"
8862,"Hot Beverages","Black Coffee"
8863,Raithas,"Boondhi Raitha"
8864,Raithas,"Cucumber Raitha"
8865,Raithas,"Onion Raitha"
8866,Raithas,"Pineapple Raitha"
8867,Raithas,"Tomato Raitha"
8868,"Sweets Savouries And Podis","Cashew Sweets 500gms"
8869,"Sweets Savouries And Podis","Cashew Sweets 250 Gm"
8870,"Special Juices","Ginger Lemon"
8871,"Special Juices","Lime Soda Sweet"
8872,"Special Juices","Honey Lemon"
8873,"Special Juices","Ginger Soda"
8874,"Special Juices","Lime Soda Plain"
8875,Papad,"Masala Pappad"
8876,Papad,"Roast Pappad"
8877,Papad,"Roast Masala Pappad"
8878,Papad,"Fried Pappad"
8879,"Murukku Festival o","Carrot Murukku 200gmso"
8880,"Murukku Festival o","Heart Murukku 200gms o"
8881,"Murukku Festival o","Star Murukku 200gms o"
8882,"Lunch Items","Parcel Meals"
8883,"Lunch Items","Sambar Rice"
8884,"Lunch Items","Curd Rice"
8885,"Lunch Items","Box Meals executive Meals"
8886,"Lunch Items","Variety Rice"
8887,"Lunch Items","Quick Lunch With Chapathi"
8888,"Lunch Items","South Indian Spl Meals"
8889,"Lunch Items","North Indian Thali Limited"
8890,Breakfast,"Mini Tiffin"
8891,Breakfast,Pongal
8892,Breakfast,"Idly Samwghee 2pcs"
8893,Breakfast,"Rava Kesari"
8894,Breakfast,"Idiyappam With Sd"
8895,Breakfast,"Idly 2 Pc"
8896,Breakfast,"Medhu Vadai 1 Pc"
8897,Breakfast,"Idly 1nos"
8898,"Bakery Items o","Swissberry Cookies o"
8899,Recommended,"Chinese Veg Rice Combo serves 1"
8900,Recommended,"Biriyani Lolipop Combo serves 1"
8901,Recommended,"Biriyani Tandoori Combo serves 1"
8902,Recommended,"Poricha Kozhi Combo"
8903,Recommended,"Wheat Parotta Combo serves 1"
8904,Recommended,"Chinese Non Veg Combo serves 1"
8905,Recommended,"Mutton Biriyani"
8906,Recommended,"Chicken Biriyani"
8907,Recommended,"Egg Biriyani"
8908,Recommended,"Plain Biriyani"
8909,Recommended,"Chicken 65 Biryani"
8910,Recommended,"Nattukozhi Biriyani"
8911,Recommended,"Sutta Kozhi Combo"
8912,Recommended,"Chicken Manchurian Gravy"
8913,Recommended,"Chicken Tikka Masala"
8914,Recommended,"Butter Chicken Masala"
8915,Recommended,"Chilly Chicken Gravy"
8916,Recommended,"Kadaai Chicken"
8917,Recommended,"Mutton Liver Fry"
8918,Recommended,"Mutton Thalakari"
8919,"Anjappar Super Combos","Mini Chicken Biriyani"
8920,"Anjappar Super Combos","Muttai Masala Biriyani"
8921,"Anjappar Super Combos","Thukada Chicken Biriyani"
8922,"Anjappar Super Combos","Sutta Kozhi Combo"
8923,"Veg Starters","Gobi 65"
8924,"Veg Starters","Mushroom Pepper Fry"
8925,"Veg Starters","Musroom 65"
8926,"Veg Starters","Paneer 65"
8927,"Indian Breads",Pulka
8928,"Indian Breads","Tandoori Parotta"
8929,"Indian Breads","Buter Naan"
8930,"Indian Breads","Garli Naan"
8931,"Authentic Andhra Meals","Andhra Veg Meals For 1"
8932,"Authentic Andhra Meals","Andhra Veg Carrier Meals for 34"
8933,"Authentic Andhra Meals","Andhra NonVeg Meals For 1"
8934,"Andhra Bowls","Sambar Rice and Bangalore Kebab Fry Rice Bowl"
8935,"Executive Meal","Andhra Veg Executive Meal For 1"
8936,"Executive Meal","Andhra Non Veg Executive Meal For 1"
8937,Bowls,"Sambar Rice Bowl"
8938,"Ghee Tempered Southern Spice Khichdis","Sambhar Khichdi Sadham"
8939,"Idiyappam Curry Bowls","Chicken Pulusu Idiyappam Bowl"
8940,"Meals Add Ons","Vegetable Sambar 350 ml"
8941,"Meals Add Ons","Chicken Pulusu"
8942,"Meals Add Ons","Ghee Rice"
8943,"Meals Add Ons","Nimmakaya Pachadi Lemon Pickle 200 g"
8944,Recommended,"Chimichurri Chicken Strips Burger Wrap"
8945,Recommended,"Chimichurri Chicken Strips Burger Wrap"
8946,Recommended,"Chipotle Crispy Chicken Wrap"
8947,Recommended,"Jalapeno Cheese Chicken Burger Wrap"
8948,"Newly Launched","Chimichurri Chicken Strips Burger Wrap"
8949,"Burger Wraps  The No Mess Express","Chimichurri Chicken Strips Burger Wrap"
8950,Recommended,"Sabudana Paratha 2 pcs Curd Meal"
8951,Recommended,"Vrat Aloo Pattice 4 Pcs Green Chutney"
8952,Recommended,"Vrat Aloo Pattice 2 pcs Sabudana Vada 2 pcs"
8953,Recommended,"Sabudana Vada 4 Pcs Green Chutney"
8954,Recommended,"Vrat Aloo Pattice 4 Pcs Imli Chutney"
8955,Recommended,"Sabudana Vada and Imli Chutney"
8956,Recommended,"Sabudana Paratha Tub 3 pcs"
8957,"Upwas Specials","Sabudana Paratha 2 pcs Curd Meal"
8958,"Upwas Specials","Sabudana Paratha Tub 3 pcs"
8959,"Breads and Accompaniments","Sabudana Paratha Tub 3 pcs"
8960,Recommended,"Choco Kunafa Waffle"
8961,Recommended,"Hot Garlic Mac N Cheese Pasta Bowl With Sausages"
8962,Recommended,"Pesto Mac N Cheese Pasta Bowl With Roasted Veggies"
8963,Recommended,"Pesto Mac N Cheese Pasta Bowl With Sausages"
8964,Recommended,"Creamy Chicken Tikka Mini Rice Bowl"
8965,Recommended,"Chicken Kheema Mini Rice Bowl"
8966,Recommended,"Roast Vegetables Mini Rice Bowl"
8967,Recommended,"Royal Chicken Jumbo Rice Bowl"
8968,Recommended,"Rajma Masala Jumbo Rice Bowl"
8969,Recommended,"Tandoori Chicken half Portion"
8970,Recommended,"Alfaham Barbeque half Portion"
8971,Recommended,"Chicken Biryani Jumbo 23 Pax"
8972,Recommended,"Family Bucket Chicken Biryani 45 Pax"
8973,"BIRYANI VARIETY","Ghee Rice"
8974,"BIRYANI VARIETY","Paneer 65 Biryani"
8975,"BIRYANI VARIETY","Donne Chicken 65 Biryani"
8976,"BIRYANI VARIETY","Donne Egg Biryani"
8977,"BIRYANI VARIETY","Donne Kola Biryani"
8978,"BIRYANI VARIETY","Donne Panner Biryani"
8979,"BIRYANI VARIETY","Thalappakatti XL Chicken Biryani"
8980,"BIRYANI VARIETY","Thalappakatti Naidu Mutton Biryani"
8981,"BIRYANI VARIETY","Thalappakatti Boneless Chicken 65 Biryani"
8982,"BIRYANI VARIETY","Mutton Kola Biryani"
8983,"BIRYANI VARIETY","Thalappakatti Egg Biryani"
8984,"BIRYANI VARIETY",Kuska
8985,"BIRYANI VARIETY","Thalappakatti Veg Biryani"
8986,"BIRYANI VARIETY","Thalappakatti Paneer Biryani"
8987,"BIRYANI VARIETY","Donne Mushroom Biryani"
8988,"Kebabs & Barbeque","Tandoori Chicken half Portion"
8989,"Kebabs & Barbeque","Boneless Bbq Chicken"
8990,"Kebabs & Barbeque","Pepper Bbq Fish"
8991,"Kebabs & Barbeque","Pepper Bbq Prawn"
8992,"Kebabs & Barbeque","Peri Peri Drumstick Bbq"
8993,"Kebabs & Barbeque","Spicy Bbq Fish"
8994,"Kebabs & Barbeque","Spicy Bbq Prawn"
8995,"Kebabs & Barbeque","Barbeque Chicken half Portion"
8996,"Kebabs & Barbeque","Pepper Chicken Barbeque half Portion"
8997,"Kebabs & Barbeque","Alfaham Barbeque half Portion"
8998,"Kebabs & Barbeque","Periperi Red Chicken half Portion"
8999,"Single Pasanga Biryani","Single Pasanga Chicken 65 Biryani"
9000,"Single Pasanga Biryani","Single Pasanga Chicken Biryani"
9001,"Single Pasanga Biryani","Single Pasanga Mutton Kola Biryani"
9002,"Single Pasanga Biryani","Single Pasanga Paneer Biryani"
9003,"Single Pasanga Biryani","Single Pasanga Veg Biryani"
9004,"Single Pasanga Biryani","Boneless Chicken Ghee Rice"
9005,"Single Pasanga Biryani","555 Egg Ghee Rice"
9006,"Single Pasanga Biryani","555 Paneer Ghee Rice"
9007,"Single Pasanga Biryani","Pepper Fish Ghee Rice"
9008,"Single Pasanga Biryani","Donne Chicken 65 Biryani Singles"
9009,"Single Pasanga Biryani","Donne Chicken Biryani Singles"
9010,"Single Pasanga Biryani","Donne Egg Biryani Singles"
9011,"Single Pasanga Biryani","Donne Kola Biryani Singles"
9012,"Single Pasanga Biryani","Donne Panner Biryani Singles"
9013,"Single Pasanga Biryani","Single Pasanga Mushroom Biryani"
9014,"Single Pasanga Biryani","Donne Mushroom Biryani Singles"
9015,"Season Special Combos","DT Boneless Chicken Combo"
9016,"Season Special Combos","DT Mutton Combo"
9017,"Season Special Combos","Boneless Chicken Butter Masala Ghee Rice Combo"
9018,"Season Special Combos","Butter Masala Mutton Ghee Rice Combo"
9019,"Season Special Combos","Panner Butter Masala Ghee Rice Combo"
9020,"Season Special Combos","Boneless Chicken Mini Dosa Combo"
9021,"Season Special Combos","Mini Dosa Mutton Combo"
9022,"Season Special Combos","Boneless Chicken Parotta Combo"
9023,"Season Special Combos","Parotta Mutton Combo"
9024,"Season Special Combos","555 Panner Ghee Rice Combo"
9025,"Season Special Combos","555 Boneless Chicken Ghee Rice Combo"
9026,"Season Special Combos","DT Veg Combo"
9027,"Season Special Combos","Mini Dosa Veg Combo"
9028,"Season Special Combos","Parotta Veg Combo"
9029,"Thalappakatti Combos","Veg Biryani Combo With Parotta"
9030,"Thalappakatti Combos","Chicken Biryani Combo With Parotta"
9031,"Thalappakatti Combos","Bbq Chicken Large Combo"
9032,"Thalappakatti Combos","Bbq Chicken Medium Combo"
9033,"Thalappakatti Combos","Bbq Chicken Small Combo"
9034,"Thalappakatti Combos","Chicken Fried Rice Combo"
9035,"Thalappakatti Combos","Egg Fried Rice Combo"
9036,"Thalappakatti Combos","Noodles Combo chicken"
9037,"Thalappakatti Combos","Noodles Combo egg"
9038,"Thalappakatti Combos","Noodles Combo veg"
9039,"Thalappakatti Combos","Veg Fried Rice Combo"
9040,"Thalappakatti Combos","Naan Combo veg"
9041,"Thalappakatti Combos","Non Veg Joy Box"
9042,"Thalappakatti Combos","Veg Joy Box"
9043,"Thalappakatti Combos","Naan Combo non Veg"
9044,"Value Bowl","Chicken 65 Biryani value Bowl"
9045,"Value Bowl","Chicken Biryani value Bowl"
9046,"Value Bowl","Mutton Kola Biryani value Bowl"
9047,"Value Bowl","Paneer Biryani value Bowl"
9048,"Value Bowl","Veg Biryani value Bowl"
9049,"Value Bowl","Mushroom Biryani value Bowl"
9050,"Biryani Buckets super Savers","Thalappakatti Naidu Mutton Biryani Jumbo 23 Pax"
9051,"Biryani Buckets super Savers","Thalappakatti Naidu Mutton Biryani Family Bucket 45pax"
9052,"Biryani Buckets super Savers","Thalappakatti Naidu Mutton Biryani Party Bucket 910pax"
9053,"Biryani Buckets super Savers","Chicken Biryani Jumbo 23 Pax"
9054,"Biryani Buckets super Savers","Veg Biryani Jumbo 23 Pax"
9055,"Biryani Buckets super Savers","Family Bucket Chicken Biryani 45 Pax"
9056,"Biryani Buckets super Savers","Family Bucket Veg Biryani 45 Pax"
9057,"Biryani Buckets super Savers","Party Bucket Chicken Biryani 910 Pax"
9058,"Biryani Buckets super Savers","Party Bucket Veg Biryani 910 Pax"
9059,Soups,"Hot Sour Veg Soup"
9060,Soups,"Hot And Sour Chicken Soup"
9061,Soups,"Chicken Milagu Soup"
9062,Soups,"Cream Of Mushroom Soup"
9063,Soups,"Aatukal Soup Paya Soup"
9064,Soups,"Mutton Milagu Soup"
9065,"Rice & Noodles","Chicken Fried Rice"
9066,"Rice & Noodles","Egg Noodles"
9067,"Rice & Noodles","Chicken Noodles"
9068,"Rice & Noodles","Schezwan Chicken Fried Rice"
9069,"Rice & Noodles","Schewghan Chicken Noodles"
9070,"Rice & Noodles","Schewghan Egg Fried Rice"
9071,"Rice & Noodles","Schewghan Egg Noodles"
9072,"Rice & Noodles","Schewghan Veg Fried Rice"
9073,"Rice & Noodles","Schewghan Veg Noodles"
9074,"Rice & Noodles","Egg Fried Rice"
9075,"Rice & Noodles","Veg Fried Rice"
9076,"Rice & Noodles","Veg Noodles"
